,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Joint,Measurement
10,27.80608,27.73828,27.72378,27.74496,27.78337,27.81597,27.8122,27.73415,27.54154,27.20127,26.6985,26.04321,25.26753,24.41417,23.52288,22.622,21.72662,20.84093,19.9626,19.08761,18.21411,17.34346,16.47854,15.62129,14.77042,13.92103,13.06639,12.20079,11.32109,10.42652,9.51778,8.59622,7.66338,6.72024,5.76712,4.80406,3.83124,2.84909,1.85812,0.85909,-0.1456,-1.1501,-2.14408,-3.11347,-4.04266,-4.91683,-5.72378,-6.45472,-7.10381,-7.66683,-8.13909,-8.51323,-8.77743,-8.9145,-8.90221,-8.71528,-8.32883,-7.72183,-6.87914,-5.79274,-4.46384,-2.90576,-1.14515,0.77982,2.82378,4.94006,7.08731,9.2343,11.36101,13.45641,15.51476,17.53131,19.49886,21.40625,23.23872,24.97966,26.61298,28.12498,29.50492,30.74424,31.83411,32.76266,33.51366,34.0683,34.40907,34.52394,34.41023,34.07756,33.54918,32.861,32.05825,31.19081,30.30914,29.46142,28.69088,28.03263,27.51103,27.13768,26.91023,26.81185,26.81213,RHIP_ANG,Mean
11,3.28213,3.09847,2.97753,2.92285,2.9183,2.93432,2.94346,2.93427,2.9136,2.8954,2.88533,2.87484,2.84907,2.79885,2.72584,2.63831,2.5442,2.44819,2.35313,2.26142,2.17515,2.09653,2.02811,1.97248,1.93183,1.90809,1.90338,1.92029,1.96144,2.02823,2.11958,2.23167,2.35845,2.4918,2.62164,2.73665,2.82546,2.8782,2.88859,2.85575,2.78483,2.68628,2.57382,2.46091,2.35717,2.2671,2.19198,2.1327,2.09061,2.06653,2.06053,2.07392,2.11256,2.18877,2.31903,2.51755,2.78876,3.12277,3.49529,3.87181,4.21398,4.48655,4.66453,4.73905,4.71896,4.62822,4.49954,4.36409,4.24056,4.13044,4.02235,3.90089,3.75465,3.58059,3.38355,3.17292,2.95965,2.75533,2.57423,2.43595,2.36509,2.38507,2.50688,2.72067,2.99875,3.30644,3.61018,3.88055,4.09302,4.22912,4.27805,4.23775,4.11494,3.92357,3.68209,3.41131,3.13396,2.87507,2.66035,2.51162,2.44137,RHIP_ANG,Std
12,0.46554,1.38317,2.59347,3.99978,5.51136,7.03845,8.48896,9.77594,10.83219,11.62217,12.14595,12.43451,12.53712,12.50453,12.37617,12.17729,11.92334,11.62456,11.28862,10.92239,10.53321,10.12845,9.71374,9.29224,8.86474,8.43034,7.98732,7.53423,7.06995,6.59323,6.10273,5.59796,5.08016,4.55214,4.01828,3.48458,2.95888,2.45085,1.97116,1.53078,1.14149,0.81741,0.57614,0.43845,0.42649,0.56131,0.86043,1.3367,1.99933,2.85633,3.91742,5.1966,6.71349,8.49268,10.56117,12.94444,15.66123,18.71778,22.10221,25.78012,29.69264,33.75853,37.88044,41.95265,45.86884,49.53156,52.86324,55.81273,58.35295,60.47306,62.17184,63.45378,64.32689,64.80031,64.88222,64.57873,63.89408,62.83146,61.39381,59.58428,57.40641,54.86403,51.96223,48.70971,45.1219,41.22556,37.06403,32.7013,28.22274,23.73117,19.33991,15.16584,11.32353,7.91947,5.04539,2.77149,1.1409,0.16574,-0.17528,0.06162,0.78601,RKNEE_ANG,Mean
13,6.17454,5.64391,5.26792,5.04931,4.96476,4.97599,5.04691,5.1534,5.28301,5.42739,5.5746,5.70833,5.81375,5.88329,5.91813,5.92499,5.91104,5.88112,5.83851,5.78592,5.72462,5.65395,5.57117,5.47111,5.34719,5.19393,5.00972,4.7986,4.57008,4.33752,4.11576,3.91862,3.75697,3.6369,3.55758,3.51034,3.48114,3.45454,3.41698,3.35942,3.27971,3.18318,3.08065,2.98443,2.90354,2.84082,2.79423,2.76159,2.74568,2.75651,2.81114,2.93171,3.14162,3.45978,3.89284,4.42848,5.03374,5.6586,6.24239,6.72183,7.03968,7.15386,7.04628,6.72768,6.23444,5.62041,4.9485,4.28371,3.68748,3.21369,2.90528,2.78791,2.86241,3.10575,3.48289,3.96035,4.51337,5.12681,5.79172,6.50013,7.24019,7.99293,8.73124,9.42235,10.0331,10.53441,10.90283,11.1201,11.1725,11.051,10.75308,10.28497,9.66347,8.91692,8.08461,7.21455,6.36218,5.58989,4.96127,4.52371,4.28336,RKNEE_ANG,Std
14,-0.03643,-0.60379,-1.2691,-1.93916,-2.49636,-2.84088,-2.92613,-2.76581,-2.41278,-1.92825,-1.36027,-0.7391,-0.08394,0.58924,1.26502,1.93018,2.57594,3.19769,3.79253,4.35774,4.89162,5.39464,5.86912,6.31836,6.74628,7.15688,7.55286,7.93492,8.3021,8.65273,8.98567,9.30104,9.60008,9.88498,10.15878,10.42529,10.68878,10.95326,11.22116,11.49256,11.76557,12.03695,12.30217,12.55501,12.78694,12.98637,13.13765,13.22003,13.20751,13.06933,12.77135,12.27829,11.55673,10.57983,9.33474,7.83183,6.11385,4.26113,2.38815,0.62797,-0.89341,-2.08392,-2.90383,-3.37011,-3.54584,-3.51675,-3.36291,-3.13846,-2.86803,-2.55569,-2.1968,-1.78652,-1.32395,-0.81331,-0.26377,0.31076,0.89192,1.45809,1.98677,2.45727,2.85257,3.16034,3.37335,3.48861,3.50585,3.42721,3.25919,3.01461,2.71299,2.37833,2.03449,1.70076,1.39023,1.1109,0.86728,0.66058,0.48774,0.3403,0.20519,0.06807,-0.08214,RVFT_ANG,Mean
15,1.82261,1.74904,1.68109,1.62915,1.60795,1.6262,1.67904,1.75622,1.85141,1.96074,2.0795,2.20225,2.32209,2.4297,2.51611,2.57738,2.61563,2.63612,2.64426,2.64405,2.637,2.62173,2.59511,2.55438,2.49871,2.42944,2.3497,2.26402,2.17777,2.09633,2.02439,1.96575,1.92324,1.89843,1.89106,1.89857,1.91626,1.93837,1.95953,1.97605,1.98679,1.9928,1.9957,1.99584,1.99086,1.97563,1.94327,1.88731,1.80421,1.6961,1.57543,1.47359,1.44555,1.54446,1.76826,2.05261,2.31772,2.50981,2.62345,2.7025,2.80797,2.96668,3.15495,3.33315,3.48049,3.59913,3.69949,3.78791,3.86502,3.92908,3.97674,4.00172,3.99453,3.94531,3.84808,3.70377,3.52082,3.31395,3.10177,2.90305,2.73243,2.59749,2.49804,2.42824,2.38106,2.3523,2.34107,2.34848,2.37559,2.42024,2.4752,2.53049,2.57737,2.61146,2.63379,2.64931,2.66412,2.68271,2.7047,2.72037,2.71289,RVFT_ANG,Std
16,11.87066,11.70761,11.54759,11.40444,11.29027,11.21451,11.1836,11.20076,11.26581,11.3745,11.5184,11.68609,11.86588,12.04942,12.23297,12.41645,12.6012,12.78853,12.97873,13.17091,13.36233,13.5488,13.72708,13.89727,14.06273,14.22834,14.39892,14.57782,14.76544,14.95794,15.1467,15.31944,15.46273,15.56482,15.61763,15.61764,15.56586,15.46673,15.32595,15.14899,14.94214,14.71413,14.4759,14.23932,14.0155,13.81339,13.6376,13.48627,13.35016,13.21462,13.06543,12.89491,12.70483,12.50351,12.2992,12.09525,11.89046,11.68392,11.47952,11.28648,11.11645,10.97906,10.8795,10.81765,10.78902,10.7862,10.80083,10.82483,10.85176,10.87729,10.89962,10.91965,10.94086,10.96825,11.00681,11.06086,11.13379,11.22776,11.34273,11.47543,11.61913,11.76493,11.90403,12.02975,12.13958,12.23668,12.32877,12.42401,12.52697,12.63678,12.74794,12.8521,12.94042,13.0061,13.04563,13.0586,13.04652,13.01122,12.95376,12.87351,12.768,L_PELVIS_ANG_curto,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
17,27.59338,27.21302,26.68467,26.04127,25.33964,24.64502,24.00695,23.43747,22.90711,22.36405,21.76465,21.0953,20.37366,19.63216,18.89919,18.19133,17.51373,16.86412,16.23766,15.62918,15.03312,14.44547,13.86729,13.30639,12.77492,12.28301,11.83297,11.41707,11.01859,10.61406,10.17745,9.68584,9.12311,8.48012,7.7539,6.9468,6.06637,5.12449,4.13611,3.11835,2.08984,1.06947,0.07618,-0.86921,-1.74157,-2.50993,-3.13785,-3.58483,-3.80912,-3.77195,-3.44273,-2.80542,-1.86459,-0.64925,0.78918,2.38706,4.08344,5.83088,7.59594,9.35407,11.08848,12.79224,14.4674,16.11967,17.75229,19.36268,20.94232,22.47816,23.95578,25.36115,26.68106,27.90392,29.0212,30.02641,30.91304,31.67656,32.31643,32.83475,33.23468,33.51958,33.69386,33.76378,33.73784,33.62627,33.44207,33.20389,32.93648,32.66856,32.43061,32.25251,32.16019,32.1696,32.28154,32.48019,32.7354,33.00655,33.24727,33.41,33.45193,33.3412,33.06474,LHIP_ANG,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
18,2.66878,3.78807,4.63764,5.26297,5.75355,6.20236,6.66554,7.14313,7.5884,7.93764,8.14363,8.19583,8.11979,7.95945,7.75798,7.55002,7.35937,7.19648,7.06077,6.94794,6.85577,6.78645,6.74621,6.74382,6.7883,6.88509,7.03234,7.21919,7.42678,7.63129,7.80914,7.94202,8.0195,8.03835,8.00121,7.9162,7.79707,7.66306,7.53867,7.45246,7.43278,7.50392,7.68657,8.0018,8.4761,9.14541,10.0566,11.26606,12.83463,14.81701,17.24554,20.11468,23.37427,26.935,30.68387,34.50207,38.2777,41.90994,45.31164,48.41453,51.17542,53.5767,55.62042,57.32072,58.69676,59.7658,60.53651,61.00582,61.16143,60.98344,60.44664,59.52983,58.22712,56.54951,54.51738,52.15437,49.48503,46.53398,43.32932,39.90563,36.30465,32.57455,28.76989,24.9479,21.16274,17.46634,13.91626,10.58453,7.56064,4.94581,2.83777,1.31039,0.39638,0.07956,0.29948,0.96314,1.95635,3.15256,4.42476,5.66165,6.78907,LKNEE_ANG,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
19,-5.58268,-5.80809,-6.05105,-6.22111,-6.22597,-6.01417,-5.58483,-4.96745,-4.20218,-3.33383,-2.41068,-1.48025,-0.58176,0.26023,1.0385,1.76227,2.45046,3.12068,3.78257,4.43913,5.09019,5.73481,6.37327,7.00872,7.6476,8.29775,8.96506,9.64931,10.34205,11.02814,11.68936,12.30774,12.86818,13.3591,13.77162,14.09911,14.33753,14.48666,14.55062,14.53519,14.44285,14.2702,14.00811,13.64133,13.14852,12.50428,11.68248,10.66126,9.43099,8.00326,6.41669,4.7389,3.06456,1.50582,0.1728,-0.85182,-1.53535,-1.90378,-2.02682,-1.98585,-1.8473,-1.65624,-1.44147,-1.2199,-0.99814,-0.77427,-0.54217,-0.29662,-0.03705,0.22898,0.48503,0.71282,0.90116,1.04867,1.15982,1.2401,1.2918,1.31054,1.28511,1.19977,1.03783,0.78725,0.44619,0.02208,-0.47417,-1.02709,-1.60759,-2.16701,-2.64402,-2.9831,-3.1545,-3.1643,-3.05031,-2.86711,-2.67405,-2.52436,-2.464,-2.53355,-2.76499,-3.16806,-3.70995,LVFT_ANG,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
20,13.5134,13.3903,13.24623,13.0908,12.93698,12.80073,12.69808,12.64043,12.63142,12.66753,12.74105,12.84329,12.96696,13.10668,13.25737,13.41381,13.57288,13.73438,13.89851,14.06388,14.22721,14.38496,14.53441,14.67308,14.79793,14.90609,14.99567,15.06576,15.11599,15.14652,15.15846,15.15394,15.13492,15.10132,15.04976,14.9741,14.86701,14.72141,14.53253,14.30051,14.03232,13.74206,13.44932,13.17526,12.93732,12.74549,12.60164,12.50148,12.43571,12.3897,12.34517,12.28425,12.19422,12.07056,11.91799,11.74865,11.57867,11.42434,11.30009,11.21728,11.1836,11.20289,11.27483,11.39409,11.55042,11.7303,11.9208,12.11371,12.3063,12.49934,12.6945,12.89281,13.09394,13.29567,13.49361,13.68333,13.86374,14.03802,14.21162,14.39021,14.57782,14.775,14.97716,15.17396,15.35087,15.4925,15.58608,15.62367,15.60295,15.52678,15.40121,15.23273,15.02796,14.79569,14.54774,14.29768,14.05877,13.84208,13.65399,13.49338,13.35016,R_PELVIS_ANG_curto,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
21,22.93776,22.93815,22.84346,22.66683,22.44284,22.21217,21.99546,21.77385,21.49764,21.12131,20.63523,20.07045,19.47927,18.90974,18.38962,17.92695,17.52046,17.16391,16.83971,16.51883,16.17384,15.78921,15.36026,14.88933,14.38252,13.84854,13.29775,12.73977,12.17938,11.61381,11.03428,10.43136,9.79779,9.12789,8.41661,7.65923,6.85038,5.98255,5.04698,4.03734,2.95618,1.82252,0.67444,-0.4384,-1.46981,-2.38987,-3.18767,-3.86598,-4.43623,-4.9169,-5.33086,-5.70032,-6.04053,-6.35497,-6.63328,-6.8528,-6.98132,-6.98035,-6.80791,-6.4215,-5.78165,-4.85583,-3.62272,-2.08042,-0.25503,1.797,3.99749,6.26226,8.5184,10.71865,12.84536,14.90086,16.89141,18.8158,20.66434,22.42521,24.09141,25.66329,27.14576,28.54176,29.84467,31.03304,32.07066,32.91535,33.53313,33.90813,34.04586,33.97179,33.72637,33.35592,32.90105,32.38832,31.83145,31.24087,30.63343,30.03741,29.49367,29.05191,28.75998,28.64953,28.71962,RHIP_ANG,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
22,-9.54559,-8.05999,-6.64249,-5.33203,-4.12977,-3.02846,-2.03744,-1.18999,-0.52955,-0.08192,0.16657,0.26862,0.29502,0.30918,0.35125,0.43754,0.56962,0.74072,0.93217,1.11464,1.26147,1.35903,1.40639,1.41301,1.39577,1.37558,1.37308,1.4038,1.473,1.57291,1.68666,1.79708,1.89251,1.96766,2.02114,2.05049,2.04752,1.9979,1.88576,1.70135,1.44905,1.1517,0.84936,0.59301,0.43515,0.42142,0.58567,0.94863,1.51795,2.28922,3.24831,4.37549,5.65061,7.05687,8.58433,10.23525,12.02844,13.99899,16.19322,18.66103,21.44547,24.5727,28.04101,31.80699,35.77495,39.80244,43.72523,47.38576,50.65303,53.43194,55.66437,57.32585,58.41847,58.96187,58.98851,58.54216,57.67304,56.42806,54.84137,52.92961,50.69432,48.13023,45.23609,42.02411,38.52234,34.77319,30.83616,26.79552,22.76212,18.86116,15.21294,11.91818,9.05305,6.67326,4.82335,3.54327,2.86891,2.8269,3.42223,4.619,6.32133,RKNEE_ANG,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
23,-3.56361,-3.89215,-4.31626,-4.73768,-5.04917,-5.18171,-5.11948,-4.88821,-4.53985,-4.13594,-3.72389,-3.31776,-2.89918,-2.43531,-1.9015,-1.29623,-0.63949,0.03941,0.7105,1.34928,1.94486,2.50369,3.04265,3.57795,4.12019,4.67527,5.24419,5.82196,6.39821,6.96048,7.49872,8.00685,8.48221,8.92614,9.34263,9.73423,10.09904,10.43067,10.72065,10.96353,11.1618,11.32556,11.4675,11.59696,11.71675,11.82316,11.90655,11.95146,11.93731,11.84071,11.63822,11.3078,10.8276,10.17267,9.31379,8.22124,6.87272,5.26455,3.42603,1.43314,-0.5863,-2.46314,-4.01881,-5.11483,-5.69997,-5.82554,-5.61543,-5.20914,-4.71321,-4.18424,-3.63832,-3.06737,-2.45215,-1.77428,-1.02581,-0.2122,0.64955,1.53278,2.40364,3.2263,3.96839,4.60432,5.11636,5.49392,5.73104,5.82518,5.77947,5.60685,5.33169,4.98555,4.59886,4.19153,3.76449,3.29789,2.75881,2.11321,1.34012,0.4525,-0.47742,-1.30996,-1.87657,RVFT_ANG,2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d
24,13.18824,13.1234,13.05721,12.99189,12.93017,12.87378,12.82075,12.76442,12.69696,12.61436,12.51856,12.41449,12.30606,12.19544,12.08599,11.98515,11.90391,11.85361,11.84162,11.86836,11.92747,12.00826,12.09884,12.18793,12.26645,12.3284,12.37174,12.39802,12.41146,12.41758,12.42189,12.42829,12.4381,12.44906,12.45565,12.45035,12.42599,12.37774,12.30477,12.21114,12.10469,11.99509,11.89233,11.80544,11.74091,11.70177,11.68748,11.6956,11.72301,11.76537,11.8165,11.86962,11.91852,11.95852,11.98693,12.00344,12.00945,12.00673,11.99665,11.97969,11.95528,11.92269,11.88222,11.83589,11.78747,11.7416,11.70253,11.67321,11.65556,11.6508,11.66037,11.6865,11.73195,11.79883,11.88727,11.99468,12.11602,12.24505,12.37585,12.5044,12.6287,12.74901,12.8672,12.98519,13.10288,13.21751,13.32392,13.41486,13.48173,13.51531,13.50647,13.44721,13.33285,13.1646,12.95055,12.70442,12.44297,12.18391,11.94456,11.74048,11.58407,L_PELVIS_ANG_curto,2014_03_25_CR001_BAREFOOT_GAIT0002_2_CINE_D.c3d
